"Country","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000"
"Netherlands","915.5","1097.3","1065.2","974.0","1005.7","916.0","935.7","993.9","805.5","708.0","1262.6","1172.4","999.3",,,
"New Zealand",,,"800.7","760.9","713.9","629.2","524.6","552.4","475.2","458.8","466.4","404.0",,"275.4","247.4","231.7"
"Nicaragua","62.5","58.6","54.7","52.8","49.9","46.6","45.8","46.5","40.9","34.7","30.2","29.0","27.3","28.1","25.6","25.2"
"Niger","13.7","14.7","14.2","14.2","14.7","13.4","13.4","13.5","12.0","10.5","9.9","9.3","8.1","6.4","5.8","5.7"
"Nigeria","71.7","79.8","74.4","69.0","64.8","60.6","52.7","60.6","50.9","49.1","37.1","29.8","29.4","12.5","11.9","11.0"
"Niue","16.3","19.0","18.7","18.9","18.2","16.0","13.0","13.1","12.4","10.7","10.0","8.8","7.7","6.5","5.2","4.9"
"Norway","1089.9","1341.4","1384.1","1367.5","1386.4","1200.0","1132.7","1228.2","1123.9","981.7","946.5","865.7","779.8",,,
"Oman","74.8","73.9","75.6","99.2","97.3","91.5","88.8","94.0","72.3","64.3","56.5","54.5","49.3","45.4","47.0","48.1"
"Pakistan","26.1","25.1","21.3","19.0","19.9","19.4","19.0","20.4","22.3","21.0","15.3","11.2","10.3","9.0","8.8","10.3"
"Palau","344.1","336.1","325.2","303.6","299.9","299.4","293.8","276.5","267.5","247.1","219.3","191.8","180.8","173.9","142.4","144.1"
"Panama","344.0","328.5","295.2","275.8","211.5","185.2","169.9","156.2","137.4","121.3","113.0","108.8","98.7","98.4","92.9","91.4"
"Papua New Guinea","4.5","4.2","5.5","6.8","6.9","5.2","4.0","3.2","2.7","2.5","2.3","2.2","2.0","1.8","1.6","1.8"
"Paraguay","149.0","164.4","153.8","135.2","136.2","107.2","83.7","102.0","72.4","55.8","45.7","43.4","35.6","34.5","47.1","50.1"
"Peru","122.2","124.8","132.2","137.3","122.1","109.7","97.1","95.3","78.5","65.2","52.2","47.7","46.5","46.5","44.6","42.7"
"Philippines","86.4","84.3","88.8","82.1","71.9","60.9","53.3","52.9","43.7","35.2","29.2","20.6","19.5","16.4","15.7","17.1"
"Poland","238.4","262.1","256.3",,,,,,,,,,,,,
"Portugal","581.6","673.9","648.1","660.6","713.2","669.1","685.6","734.1","646.8","559.5","509.5","486.6","407.6","303.0","288.6","285.6"
"Qatar","296.1","279.0","290.2","324.0","365.9","364.9","383.0","336.1","333.7","334.1","331.9","321.6","301.3","273.2","243.2","243.8"
"Republic of Korea","877.6","873.3","787.8","719.1","676.8","604.6","489.1","506.4","550.5","485.4","410.9","330.5","294.3","235.5","209.0","218.5"
"Republic of Moldova","88.0","90.6","100.5","97.1","98.9","83.6","97.1","90.0","61.3","46.6","34.0","24.9","19.2","16.3","13.2","10.1"
"Romania","97.2","105.7","102.3","92.7","105.6","94.4","95.5","96.6","75.0","59.3","48.8","47.9","22.3","17.2","14.9","13.6"
"Russian Federation","203.9","283.7","305.2","275.8","255.8","219.1","196.0","227.6","175.0","134.7","105.4","86.0","68.8","58.4","49.3","38.6"
"Rwanda","19.5","19.3","19.7","20.5","19.6","17.8","16.7","15.5","12.3","10.1","7.3","5.5","4.2","2.9","3.0","2.8"
"Saint Kitts and Nevis","566.4","553.4","520.0","489.9","508.5","468.4","473.7","477.4","431.1","403.6","321.6","298.6","280.0","284.2","271.0","253.7"
"Saint Lucia","253.4","257.3","340.2","321.4","336.6","307.5","268.6","283.0","278.4","222.5","202.4","187.7","169.1","151.9","142.4","141.7"
"Saint Vincent and the Grenadines","67.2","68.4","65.3","61.3","61.4","58.5","54.7","53.2","49.2","43.7","39.5","37.4","34.5","33.0","30.5","26.8"
"Samoa","27.6","30.7","30.7","30.7","29.1","26.1","24.2","25.0","21.6","19.1","17.7","15.2","13.3","10.8","8.9","7.5"
"San Marino","620.3","736.3","743.7","708.4","781.4","738.6","831.2","879.1","779.3","696.6","680.6","690.3","603.0","573.0","544.6","561.3"
"Sao Tome and Principe","21.9","22.5","21.5","18.5","17.1","16.2","18.4","20.2","21.9","23.7","27.8","26.0","23.6","21.9","21.3","14.7"
"Saudi Arabia","342.5","331.9","316.4","297.2","267.8","235.8","208.9","196.5","161.4","139.3","129.2","113.9","105.2","101.8","105.9","107.4"
"Senegal","20.4","23.9","23.6","22.8","24.0","22.3","23.5","26.2","22.5","18.5","18.3","26.2","21.3","16.0","13.7","13.0"
"Serbia","205.9","250.7","247.6","207.9","235.7","207.8","218.9","254.8","210.1","136.7","103.8","85.1","66.6","48.2","36.8","22.5"
"Seychelles","12.5","13.4","18.7","32.9","18.9","38.8","15.0","17.6","21.7","24.5","28.7","33.7","40.4","47.0","51.8","62.5"
"Sierra Leone","41.0","56.2","52.0","34.2","29.0","20.6","24.7","25.6","22.1","19.4","18.0","16.7","17.2","16.5","15.0","8.2"
"Singapore","1097.4","1089.5","1097.9","999.1","946.4","861.4","771.3","799.4","721.5","625.0","578.6","560.0","521.6","516.6","509.7","522.5"
"Slovakia","224.8","254.6","353.4","367.2","354.1","363.9","348.6","308.4","316.0","218.8","148.6",,,,,
"Slovenia","508.5","607.1","586.0","551.9","568.4","534.4","569.0","573.2","510.1","413.8","383.8","363.4","326.6",,,
"Solomon Islands","5.0","5.6","5.6","5.1","4.7","4.3","4.0","4.1","3.8","3.6","3.2","2.9","1.6","1.8","2.3","2.3"
"Somalia",,,,,,,,,,,,,,,,
"South Africa","207.2","223.0","229.0","249.3","257.5","238.7","192.7","174.7","187.6","181.8","203.8","184.6","163.4","110.0","121.4","136.7"
"South Sudan","18.2","17.2","17.2","17.2",,,,,,,,,,,,
"Spain","682.0","805.7","760.3","719.6","759.9","700.7","716.9","782.4","706.0","613.4","577.2","544.3","468.3",,,
"Sri Lanka","53.2","45.9","41.8","38.2","42.6","37.6","34.6","31.1","22.5","18.5","16.3","14.5","11.5","12.1","11.7","12.1"
"Sudan","101.6","78.7","92.0","66.2","79.4","66.9","58.3","66.9","61.2","39.8","26.2","21.6","18.1","13.3","12.2","11.2"
"Suriname","237.1","267.6","253.7","247.5","227.8","218.2","201.0","197.8","153.5","150.0","157.7","133.2","114.1","100.6","65.5","63.1"
"Sweden","914.9","1102.6","1117.1","1030.0","1024.0","803.9","748.9","844.1","784.3","689.3","652.0","626.6","546.2","441.2","393.9",
"Switzerland","2874.1","2922.1","2734.0","2677.7","2854.0","2443.5",,,,,,,,,,
"Syrian Arab Republic",,,,"37.6","43.5","50.7","49.6","46.6","39.8","34.1","31.4","34.1","35.3","34.6","34.1","34.9"
"Tajikistan","39.9","46.0","42.2","36.9","30.9","29.9","27.2","28.6","20.4","14.2","11.9","10.8","8.2","6.5","5.9","4.7"
"Thailand","45.8","48.7","45.7","44.8","41.1","40.7","37.2","32.9","26.8","25.7","31.0","27.7","26.2","24.4","24.1","26.2"
"Republic of North Macedonia","105.1","121.9","118.3","109.8","118.4","115.5","103.6","100.8","99.1","91.1","96.3","99.6","95.1","74.5","64.5","69.2"
"Timor-Leste","7.4","7.3","7.0","6.7","6.3","5.9","4.3","4.8","5.3","5.7","7.9","6.5","5.9","6.5",,
"Togo","20.8","24.6","23.5","21.6","23.3","20.9","18.0","16.2","13.5","11.8","11.7","11.3","10.6","8.9","8.1","8.2"
"Tonga","30.3","32.9","32.9","32.8","32.9","31.0","27.4","27.1","25.4","23.5","21.3","17.4","14.9","13.2","11.4","13.2"
"Trinidad and Tobago","527.9","485.0","458.4","458.6","400.0","340.5","437.7","441.6","375.2","303.6","307.8","263.4","230.4","174.8","156.5","148.2"
