"Country","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000"
"Saint Kitts and Nevis","541.8","527.1","447.4","444.0","459.7","466.7","464.5","459.3","440.9","459.5","422.6","378.0","339.7","315.1","305.8","304.9"
"Saint Lucia","285.7","229.0","197.7","153.7","235.4","217.4","228.5","213.4","189.9","191.2","184.7","185.5","174.5","175.3","176.2","164.6"
"Saint Vincent and the Grenadines","328.4","341.2","350.2","342.0","308.1","312.5","303.3","296.4","261.8","249.7","245.1","237.5","237.5","215.2","182.3","183.3"
"Samoa","265.7","254.7","226.8","217.1","209.0","217.4","230.0","202.8","181.8","173.1","158.6","133.6","118.4","134.7","116.4","121.2"
"San Marino","2971.8","3082.6","3163.1","3252.2","3174.0","3053.5","3087.8","2961.0","2654.3","2266.6","1884.7","1961.1","1851.5","1953.7","2138.3","1991.1"
"Sao Tome and Principe","114.7","98.8","76.8","58.4","68.1","59.4","58.6","22.2","21.6","13.1","97.2","94.9","108.2","64.3","62.0","62.1"
"Saudi Arabia","2226.0","1963.7","1593.2","1388.0","1208.0","1005.8","1201.0","815.2","1005.3","999.9","886.4","851.8","883.4","883.8","942.1","880.8"
"Senegal","30.8","31.0","23.3","27.8","30.0","27.6","32.4","35.4","30.2","40.3","35.8","33.6","31.8","27.5","30.7","25.7"
"Serbia","763.6","789.8","814.2","805.4","763.9","743.7","721.7","739.7","640.6","540.7","496.9","451.1","408.5","395.6","282.2","243.1"
"Seychelles","841.2","808.3","751.2","871.9","619.7","606.7","437.9","444.1","566.2","569.1","535.7","509.0","564.6","526.4","540.0","553.6"
"Sierra Leone","23.0","23.8","13.8","12.5","9.8","14.5","10.9","11.1","9.7","9.2","14.5","18.8","21.3","20.2","16.8","21.9"
"Singapore","1909.7","1693.3","1454.5","1203.5","1050.0","972.1","873.4","758.8","596.4","572.6","525.4","499.5","596.3","453.0","368.6","512.9"
"Slovakia","1643.7","1613.7","1560.5","1469.1","1415.6","1403.1","1350.8","1244.6","1054.5","906.3","825.4","0.0","0.0","0.0","0.0","0.0"
"Slovenia","1949.1","1867.0","1841.5","1811.2","1807.8","1747.8","1727.9","1720.6","1485.6","1473.9","1404.3","1327.4","1244.7",,,
"Solomon Islands","107.3","110.6","109.6","107.6","81.9","75.4","79.9","102.5","98.3","94.9","105.0","69.6","70.9","70.2","77.4","58.8"
"Somalia",,,,,,,,,,,,,,,,
"South Africa","581.8","552.8","535.6","530.1","494.6","455.8","406.3","382.2","353.0","328.8","264.4","251.9","199.5","187.2","211.7","206.9"
"South Sudan","15.0","15.0","8.1","10.9",,,,,,,,,,,,
"Spain","2260.5","2140.9","2087.0","2093.4","2154.7","2162.1","2203.4","2055.2","1875.4","1748.2","1541.0","1441.4","1357.0",,,
"Sri Lanka","189.7","181.4","167.8","146.1","145.4","130.7","149.8","146.2","151.6","147.4","139.3","133.5","117.2","121.5","114.6","118.4"
"Sudan","86.3","56.8","43.7","55.2","59.4","75.5","114.4","80.4","96.6","73.2","62.5","53.2","40.1","33.9","31.1","28.6"
"Suriname","513.4","462.3","440.9","424.8","380.4","319.0","343.2","311.9","301.5","326.5","254.1","266.2","238.6","263.2","206.4","335.3"
"Sweden","4433.0","4336.8","4251.2","4104.7","3937.5","2907.1","2923.2","2859.5","2691.0","2508.6","2303.3","2282.0","2203.8","2105.9","1956.0",
"Switzerland","5362.9","5058.4","4909.6","4570.6","4266.5","3973.3",,,,,,,,,,
"Syrian Arab Republic",,,,"72.3","83.6","75.9","78.6","74.3","81.0","78.7","86.4","83.6","89.3","78.1","63.3","51.5"
"Tajikistan","54.3","53.2","44.5","38.6","31.0","26.4","22.7","26.7","19.3","15.3","14.9","12.6","9.4","9.1","8.9","8.4"
"Thailand","470.3","449.1","413.2","405.2","380.8","341.5","333.5","331.4","298.9","257.6","214.3","201.1","188.5","176.7","133.9","130.9"
"Republic of North Macedonia","549.0","520.2","492.3","458.8","483.2","493.8","493.0","484.2","404.8","413.4","365.1","350.3","336.1","303.9","8.1","7.7"
"Timor-Leste","88.4","103.5","85.2","77.0","63.6","55.8","47.1","46.6","12.0","26.6","23.8","17.7","15.8","14.9",,
"Togo","26.8","20.2","19.2","21.0","18.4","19.9","11.7","9.8","9.9","8.9","7.7","7.2","6.5","5.1","4.8","4.6"
"Tonga","153.3","151.9","142.9","131.4","137.1","138.6","140.0","130.4","138.4","126.7","114.8","104.4","100.5","103.9","93.9","84.1"
"Trinidad and Tobago","1185.0","1014.0","972.5","819.2","792.2","830.2","858.7","597.9","618.8","561.0","563.6","432.3","398.9","353.9","292.4","249.5"
"Tunisia","435.8","449.2","444.0","398.8","367.3","335.4","308.0","282.6","264.9","237.0","215.0","206.3","191.9","179.2","168.1","159.6"
"Turkey","778.2","780.4","770.6","731.7","729.3","0.0","690.6","613.6","539.0","486.8","398.0","386.5","346.0","0.0","0.0","0.0"
"Turkmenistan","240.4","223.8","201.3","159.1","142.6","117.1","104.5","80.4","102.2","101.0","116.8","121.3","127.1","109.4","125.8","135.9"
"Tuvalu","503.7","481.9","444.2","411.4","424.7","414.3","366.5","312.6","291.2","286.9","262.0","246.7","349.2","324.0","449.9","592.9"
"Uganda","18.6","21.4","22.3","22.3","24.5","22.9","14.5","21.4","28.1","27.4","23.7","23.2","21.1","21.4","18.6","16.4"
"Ukraine","217.8","241.0","326.5","318.7","284.4","283.1","278.6","270.2","287.0","279.6","241.0","206.3","190.8","142.6","120.4","99.4"
"United Arab Emirates","1728.4","1740.4","1678.3","1532.2","1551.3","1577.1","1772.6","1294.8","1129.1","1087.9","1088.6","1201.2","1344.4","1326.4","1546.2","1336.8"
"United Kingdom of Great Britain and Northern Ireland","3330.3","3219.7","3096.5","2663.1","2607.4","2589.1","2523.7","2364.3","2200.1","2141.7","1953.5","1867.2","1686.2","1556.8","1422.3","1282.3"
"United Republic of Tanzania","34.1","30.7","28.4","26.3","27.7","29.3","28.7","27.8","35.0","39.8","36.9","34.7","24.5","20.6","15.9","10.3"
"United States of America","4801.9","4528.4","4219.9","4089.1","3965.5","3857.8","3717.2","3516.1","3327.9","3157.8","2927.4","2759.4","2576.5","2404.5","2217.0","2014.9"
"Uruguay","1220.2","1231.7","1168.0","1073.5","950.7","863.1","788.7","731.0","568.4","590.0","515.0","491.6","528.2","473.1","478.9","424.2"
"Uzbekistan","204.6","175.7","160.9","149.6","124.3","112.4","96.0","84.0","73.7","69.8","61.4","56.0","53.8","52.3","52.8","49.5"
